"","disc1-WT-Avg","disc2-WT-Avg","disc3-WT-Avg","disc4-WT-Avg","disc5-WT-Avg","disc6-WT-Avg","disc7-WT-Avg","disc8-WT-Avg","disc10-WT-Avg","disc11-WT-Avg","disc12-WT-Avg","disc13-WT-Avg","disc15-WT-Avg"
"212",1615.9115,1519.1005,1677.2445,1066.7485,875,1035,1980.3485,1779.0665,1152.1705,1079.5,995.2055,857.5,767.993
"213",1478.5525,1444.6125,1523.7175,1065.2075,753,957,1888.4815,1845.6905,1167.5665,1073,956.3095,850.5,809.842
"214",1471.51,1576.6665,1480.9045,1059.3195,843.5,1072,1829.352,1813.881,1093.0715,1092.5,911.8365,860,811.204
"215",1277.9775,1446.323,1535.515,938.5645,637,893.5,1760.3455,1855.143,1104.7095,885.5,921.367,765.5,687.114
"216",1249.7105,1328.699,1499.2925,997.8605,675.5,791.5,1635.6785,1730.5785,841.534,828,899.085,907,728.4725
"217",1180.9845,1340.126,1542.845,962.8165,618.5,750.5,1479.74,1672.636,857.4645,738.5,994.0205,760.5,681.995
"218",1241.044,1201.002,1438.143,843.544,628.5,719.5,1452.624,1678.1705,791.388,606,971.8975,827,680.612
"219",1226.5305,1237.6125,1447.071,870.7415,648,583,1364.8365,1507.323,858.3965,621,1008.5335,869.5,666.954
"220",1112.0475,1408.0255,1639.1735,846.1805,688,629,1342.311,1477.5,840.3065,414.5,948.182,864.5,541.765
"221",1121.5745,1212.9285,1458.107,737.9575,663.5,602,1305.7685,1529.272,728.4135,507.5,1020.194,916,575.6205
"222",1114.5,1278.9185,1351.51,778.813,594,387,1277.903,1508.359,782.024,452.5,891.779,894.5,517.949
"223",1042.124,1240.306,1323.711,724.206,524,531.5,1155.4645,1587.364,795.3675,471.5,868.809,729,482.1225
"224",955.544,1167.7635,1306.01,684.1465,506.5,495,1049.461,1425.3095,684.7145,482,906.564,711,493.9555
"225",1017.566,1245.2755,1145.5,747.842,605.5,570,1058.25,1453.252,703.383,547,767.551,759,450.799
"226",969.3875,1181.012,1110.3605,588.9285,476,498,1015.801,1409.262,682.449,422.5,771.209,646,427.0205
"227",739.937,1037.1975,1160.444,739.325,481.5,520,902.063,1460.5715,716.8505,340.5,852.5375,680.5,588.466
"228",791.9555,1184.857,1089.6155,580.9695,515,506,970.4505,1602.767,831.5545,561.5,759.1495,609.5,462.061
"229",954.3925,1170.2415,1176.6545,768.9645,461,547,948.7295,1424.2995,616.2195,556.5,722.8945,748,494.3725
"230",711.0135,1041.075,1186.663,637.8605,404.5,427,851.597,1342.4115,649.0885,433,762.4895,648,325.034
"231",612.821,1112.388,1030.5865,583.604,384,577.5,981.607,1279.16,518.905,418,649.4995,598,423.447
"232",662.0475,1003.405,1052.5235,618.728,450,464.5,906.0255,1373.6755,671.133,327.5,678.8845,646,397.694
"233",653.0185,894.6905,1080.5815,502.3455,464.5,480.5,853.1225,1374.16,647.5905,400,626.8605,585.5,379.4965
"234",759.5815,990.7145,1050.7075,583.442,416.5,469,834.175,1396.1195,625.7385,283,515.0325,624,360.8875
"235",746.7225,955.1905,924.032,519.1735,329,459.5,960.898,1236.6195,751.0155,345,599.5375,586.5,410.8825
"236",671.3195,820.733,855.408,498.626,451,464.5,922.995,1251.2945,615.0375,306,468.4405,588.5,383.265
"237",684.02,674.643,837.7735,628.5155,436.5,531.5,840.942,1157.323,612.551,436,482.833,531,368.342
"238",694.5645,801.0665,885.8025,482.381,453,510,875.8315,1294.1515,605.643,289,481.8385,587,267.112
"239",742.1105,777.5205,860.9285,469.677,459,405,896.1685,1051.813,733.3625,345,462.602,575.5,366.845
"240",638.935,756.291,882.2275,483.942,490,527,785.3725,1129.466,647.837,266.5,454.534,474,318.4355
"241",747.8635,692.1295,810.364,370.3095,405,482.5,805.153,1063.5715,657.184,366.5,404.6595,472.5,350.7805
"242",600.9115,714.881,839.1325,413.473,408.5,489,801.148,973.519,634.575,289,345.8215,445.5,359.585
"243",614.76,725.643,857.3705,555.1665,455.5,589,772.121,1032.058,688.1855,297,395.6155,464,405.2365
"244",602.18,675.073,821.5,441.432,448,494,792.1785,980.633,677.194,246,448.056,422.5,359.143
"245",620.748,656.221,747.0915,369.9475,443.5,474.5,784.058,1005.262,615.131,314.5,340.85,470.5,325.3025
"246",731.891,657.689,715.095,355.898,470.5,565.5,750.9675,919.048,586.065,204.5,331.636,521.5,371.1735
"247",691.459,656.262,778.0355,412.126,367,500,949.444,995.014,602.296,219,399.119,443,386.9235
"248",721.799,632.7415,731.898,477.6665,451,392.5,882.4165,938.1905,595.109,315.5,371.702,431,320.8195
"249",775.8755,682.643,847.5185,413.454,513,433.5,653.2415,922.354,696.1075,237.5,389.483,378.5,319.561
"250",692.5475,802.978,803.289,450.5885,423,375.5,774.138,895.4645,611.9085,190,385.005,420.5,446.2755
"251",797.044,832.17,700.2755,549.789,367.5,464,811.638,781.381,637.628,176,467.629,430,403.4625
"252",732.585,829.454,777.6595,446.871,455,532,779.4335,788.099,683.786,223,368.806,485,363.738
"253",730.738,710.228,779.9165,467.01,405,414.5,859.235,839.0785,690.9645,284,416.9795,557.5,394.01
"254",698.2685,671.701,707.1425,390.228,453,372,819.2295,825.1635,650.3605,187.5,409.5595,486,401.748
"255",810.1255,558.347,768.221,380.2825,403.5,546,782.119,809.619,667.3845,183.5,402.755,446,469.5715
"256",764.088,654.905,713.0915,455.272,380.5,398,900.7805,808.7295,656.4595,180.5,487.1085,456,461.1325
"257",766.0745,554.1295,750.8215,435.4065,396,479.5,871.4185,800.9285,660.6105,291.5,439.0405,468,440.8215
"258",709.231,668.2195,756.027,373.9795,338,392,882.556,766.614,611.9085,310,530.277,465.5,411.3845
"259",714.9435,559.728,708.7125,465.942,473,476,1004.184,849.3945,678.7145,291.5,488.1665,637,462.2395
"260",717.8805,623.1755,832.714,263.5135,504,458.5,899.311,797.0105,704.929,187,481.0085,392.5,427.17
"261",768.6615,600.153,733.874,374.257,499.5,426.5,801.6105,808.3235,729.6075,375,429.86,433,335.18
"262",734.8535,682.046,767.2415,325.1395,493,381,835.944,945,786.643,199.5,500.5495,453,428.0205
"263",746.2275,572.619,805.25,420.636,402,565,881.893,879.4425,821.6075,295,576.857,503,472.9185
"264",887.8775,730.8775,814.891,414.694,381,569,908.3655,923.2925,814.6195,335.5,533.2205,537.5,459.8365
"265",693.253,692.4865,803.7245,345.5155,455.5,532,996.648,899.1055,837.0255,378.5,504.8265,569.5,444.6275
"266",739.1155,693.1565,788.959,363.7485,484,571,843.175,1004.694,778.167,319.5,536.726,482,417.35
"267",725.8415,590.3165,804.631,389.0835,496.5,505,893.192,842.068,734.8235,385.5,556.7685,528.5,504.146
"268",746.197,655.8555,818.2415,422.3265,518,420,837.2295,823.781,724.643,380.5,512.6905,565.5,496.9895
"269",863.4265,610.1635,792.612,370.32,456.5,403.5,934.199,958.3335,775.7925,351.5,488.979,483.5,525.663
"270",945.8465,659.25,809.425,455.1155,578,452.5,931.002,858.007,711.364,245,482.735,493.5,440.5375
"271",777.8195,711.8945,865.35,382.228,513.5,536,948.3725,835.8915,707.883,355.5,572.9045,507,547.913
"272",829.8805,807.7365,858.6225,450.1465,689,485.5,905.1345,905.784,814.014,351.5,548.7635,536,471.568
"273",818.005,862.786,929.556,368.796,514.5,557.5,1081.0275,975.058,692.405,419,571.4285,436,429.0375
"274",670.527,794.073,872.0715,400.1155,516,541,918.1785,962.7415,652.592,358.5,563.17,590.5,553.8675
"275",783.4825,824.228,918.964,493.4525,498,539.5,967.7775,782.017,850.1175,384.5,498.874,533,549.5885
"276",683.5235,769.9185,885.949,432.3605,459,526.5,1010.7025,955.6905,922.9765,300.5,554.454,462,549.092
"277",812.646,710.3335,939.9795,372.9235,563,572.5,981.6585,923.4455,805.74,307,530.184,480,517.204
"278",762.6665,805.405,966.5,378.4015,561,467,988.9575,1108.954,909.565,288.5,523.641,505,502.248
"279",693.3945,838.1635,985.874,412.2295,465,498.5,1029.0865,922.405,855.2265,409,521.8535,463.5,586.1055
"280",836.306,754.6855,1110.8535,400.8165,466.5,549.5,1054.6785,1033.8095,843.3575,302.5,452.3215,530,535.8265
"281",865.7125,929.041,853.107,410.7585,516.5,530,1045.9525,981.8915,944.3115,390,497.918,453,519.4695
"282",718.2685,881.903,1068.17,344.704,545,508,1057.706,918.344,849.9355,410.5,552.2345,403.5,592.959
"283",685.073,846.2995,1062.648,436.9985,524.5,528,927.1225,1027.1905,844.0205,432.5,437.1835,496.5,500.847
"284",841.258,990.2855,953.214,361.6155,479.5,490,1173.9575,953.667,975.286,380,493.8555,444,533.8705
"285",827.4505,913.082,892.539,396.813,489,557,1065.8095,996.201,983.094,482,518.677,529,525.3875
"286",833.6085,937.8385,897.5405,445.2655,512,569.5,977.2195,999.903,862.1535,587.5,462.9505,543,637.5405
"287",1020.7225,945.2485,963.2395,366.279,534,466,1044.7365,1055.058,799.2145,551,555.864,546,704.4845
"288",1001.469,847.7755,958.9285,442.0475,498,565,1081.216,1015.0275,793.844,473,444.8555,498.5,634.296
"289",984.8995,992.8675,983.816,523.7245,500,630.5,1084.1225,1173.017,836.74,531,475.422,561,550.8825
"290",959.7275,875.3605,1163.4695,531.136,561,548,974.182,963.9405,790.177,535,535.6955,584,668.9865
"291",934.243,940.643,1067.6275,479.114,567.5,489.5,1146.2705,1008.5375,768.7095,652,520.7925,548.5,636.2875
"292",912.5915,1005.434,895.4115,574.493,467.5,502,1029.393,1019.364,838.7245,610,481.0355,535,557.6735
"293",959.044,959.582,998.76,471.789,481.5,575,1160.8095,940.5035,906.973,710.5,507.9455,492.5,583.947
"294",962.3125,862.2705,941.401,501.728,535.5,639.5,1141.9985,1059.2975,964.381,668.5,507.3435,588.5,555.864
"295",918.4435,1004.823,1015.1665,535.456,505.5,527,1202.061,988.0955,878.9545,632.5,529.738,482,674.143
"296",883.6255,935.517,1011.3875,601.4525,491.5,507,1079.1585,1023.5665,883.3405,599.5,512.716,600.5,633.9115
"297",923.088,973.3675,1014.8195,523.473,480,590,1265.211,978.8335,864.563,649,559.3775,582,632.6855
"298",945.714,959.7265,933.881,522.6635,492,556,1367.6275,930.08,843.847,541,521.7005,576.5,515.9185
"299",1048.1155,898.2175,1149.811,490.58,626.5,562.5,1259.835,988.609,892.9645,518.5,532.7655,678.5,575.3845
"300",1072.401,1013.2655,1127.374,447.3605,550,632.5,1198.9305,968.395,760.531,416,503.3825,643,640.0405
"301",932.6495,1134.269,1137.721,592.1495,594,630,1274.1175,959.9255,860.6785,483,493.309,662.5,544.25
"302",979.2175,1085.6665,1011.4285,490.238,431.5,549,1321.7195,953.4375,990.279,474.5,493.2345,665.5,626.9185
"303",976.7805,1111.1125,1013.823,587.0815,490.5,584.5,1162.0865,979.344,943.7725,584.5,487.891,717.5,561.2395
"304",840.704,1037.2855,1042.619,478.888,485.5,643.5,1241.189,953.3095,1017.194,698.5,514.2535,707.5,594.551
"305",925.4165,1159.0715,1050.505,487.2535,482,665.5,1130.9985,967.599,846.985,580.5,499.5,622.5,628.0135
"306",842.153,1055.3625,1139.0135,501.527,481.5,701.5,1323.3045,989.854,922.871,630,466.677,564.5,605.7175
"307",962.044,1077.711,1212.34,533.813,614,579.5,1195.74,1000.718,822.378,697,518.6835,702.5,686.2705
"308",909.105,988.721,1179.3875,539.891,575,605,1209.1685,963.888,943.8575,656,527.43,633,721.442
"309",939.0915,1004.306,1118.143,589.7145,541,639.5,1157.391,1061.9765,945.1105,694.5,537.7615,642,721.8555
"310",1057.7685,992.6295,1080.129,583.5985,536,645,1141.8725,1048.318,885.9695,701,511.01,591,736.306
"311",967.901,1009.6665,1150.1685,562.493,513,700.5,1043.529,1231.9765,968.9765,724.5,569.983,726,669.4965
"312",1054.5475,921.4285,1085.636,497.854,585.5,688,1165.104,1137.022,926.296,658,488.053,756.5,714.228
"313",991.874,940.32,1152.248,670.9475,511,732.5,1097.995,1212.2075,908.9285,656.5,594.6495,737,611.107
"314",1041.901,1010.233,1138.51,602.2175,561,667.5,1061.359,1162.335,866.463,734,533.6525,643.5,724.4285
"315",983.986,1013.3675,1130.1615,541.046,515,684,1200.012,1017.813,817.7385,584.5,575.3435,645,722.17
"316",966.51,1049.5085,1253.071,620.1805,434.5,733,1147.24,991.2385,902.1125,574.5,620.9015,697.5,764.4385
"317",983.0185,1094.1635,1266.199,563.034,546.5,701,1044.3845,986.082,876.182,589.5,550.3435,656.5,618.9525
"318",869.772,1160.005,1310.1055,541.262,555,745,1203.1005,1139.5835,817.8405,667,567.1225,676.5,643.296
"319",1036.4915,1093.9765,1352.716,506.371,515,827,1252.9085,1239.4425,886.342,693.5,665.248,811,691.704
"320",959.095,1000.9625,1261.6735,567.2075,484,721,1198.556,1096.7095,965.0615,622.5,708.6935,698,616.864
"321",1031.6615,982.5205,1168.9265,596.325,502,699.5,1338.8675,1052.364,980.3185,682.5,735.707,802,700.9045
"322",979.8875,1036.818,1443.3435,568.66,430.5,986.5,1377.607,1221.102,928.9285,733,643.503,685,724.6325
"323",1083.131,1093.289,1284.107,591.6565,516.5,853,1282.325,1144.7315,973.065,761,744.918,725.5,646.76
"324",1102.578,1031.5765,1199.959,623.4695,518.5,865,1265.9915,1119.206,1052.6365,769.5,682.8965,794.5,606.381
"325",1010.6105,1141.7315,1117.833,588.1855,487,806.5,1248.985,1191.1905,991.388,918,702.044,785,609.3825
"326",1131.0645,1140.8335,1093.112,527.6055,556.5,804,1286.6515,1223.4085,990.16,825.5,690.952,755,647.609
"327",1183.653,1060.6635,1118.2415,627.888,548,885,1280.4455,1154.915,1095.689,870,710.8705,746.5,706.762
"328",1237.823,1243.6565,1063.2855,691.3845,588,675,1174.485,1156.5055,1054.653,914.5,731.995,705.5,659.4795
"329",1308.3195,1039.905,1109.76,686.442,585.5,946,1298.2755,1189.6465,1076.5955,889,708.5815,843.5,677.828
"330",1106.187,1128.102,1097.857,594.5375,591.5,670,1412.876,1112.905,1118.7925,843,750.3415,805.5,723.527
"331",1047.435,1192.636,1116.452,612.983,507.5,860.5,1372.6225,1131.6395,1088.9285,845,692.755,732,615.658
"332",1076.5745,1106.228,1063.7245,640.7995,664,831.5,1334.4165,1256.012,1032.912,754.5,733.2125,684.5,656.527
"333",1072.726,1157.0715,1050.09,730.898,613.5,853,1257.8455,1283.6805,1185.0905,674,783.585,737.5,692.347
"334",1215.85,1024.432,1027.687,700.898,644.5,715.5,1286.3215,1127.5325,1124.031,741.5,826.852,757,728.745
"335",1194.1815,1139.483,1167.1275,676.432,523.5,724.5,1340.313,1174.1905,1054.2485,739.5,840.52,648,719.432
"336",1034.707,1279.3725,1095.8675,739.3945,571.5,764,1225.362,1094.772,1079.3335,660.5,795.182,722.5,575.1835
"337",1202.3925,1138.7175,1124.5595,679.352,541.5,754,1238.801,1279.3165,1165.1735,760,813.085,832.5,618.5305
"338",1038.9825,1185.4965,1053.4695,699.738,611,724.5,1220.7775,1177.4255,975.8675,742,788.0185,674.5,710.3335
"339",1210.6155,1147.4795,1101.277,706.272,533.5,800.5,1250.255,1211.3335,960.701,686,718.0505,702.5,594.9625
"340",1189.714,1154.119,1180.3875,636.204,579.5,858,1117.0155,1114.6635,969.8775,696,782.061,742,620.1325
"341",1244.335,1213.422,1219.199,607.034,499,758,1192.141,1121.381,961.711,832.5,781.435,693.5,569.063
"342",1247.0915,1169.99,1166.568,581.5985,464.5,660.5,1147.175,1087.8285,1006.8065,605,657.4455,721,592.1495
"343",1086.92,1213.789,1248.685,561.587,508,767.5,1102.944,1169.99,1019.4645,782,653.6085,684.5,569.5765
"344",1160.34,1205.949,1088.714,575.636,587,789.5,1240.6005,1009.9795,929.643,627,685.4095,590.5,524.4695
"345",1116.1735,1243.7145,1177.634,516.8795,468.5,754.5,1051.825,1137.895,923.143,537.5,659.898,711,519.4865
"346",1074.3195,1244.0355,1376.779,594.1325,599.5,766,1155.046,1088.393,944.5615,650,674.3415,763.5,582.4385
"347",1219.697,1261.262,1313.2905,589.5645,555,753.5,1174.0355,1080.3165,936.3165,734,730.17,759.5,627.811
"348",1098.391,1231.2145,1288.6565,615.585,412.5,793,1273.0155,1131.252,942.922,779,732.0115,620,525.6565
"349",1074.656,1200.5885,1321.464,640.551,597,736.5,1218.189,1415.4595,984.903,786,537.9825,746.5,712.5355
"350",1106.4625,1340.733,1165.9895,643.279,457.5,625.5,1240.012,1284.2095,912.8575,544.5,634.2585,732,645.643
"351",1112.719,1304.337,1273.988,758.33,520,755,1224.175,1209.803,920.2215,686.5,603.044,716.5,651.0185
"352",1009.2685,1315.2775,1183.1395,694.32,538.5,721,1243.8725,1243.8605,993.653,693.5,606.736,687.5,635
"353",1099.58,1402.9865,1244.2905,711.2685,540.5,639.5,1299.665,1372.3335,936.895,621.5,620.105,706.5,582.085
"354",1023.585,1455.5715,1078.517,664.153,644,673.5,1373.0255,1401.2975,935.915,724.5,680.5065,735,665.8945
"355",1037.9945,1380.806,1161.333,661.359,576,647,1237.643,1277.626,999.842,627.5,686.6595,671,543.092
"356",987.6765,1239.888,1211.7955,703.289,492,699,1303.3385,1437.0255,906.895,675,635.4605,645,626.136
"357",1228.685,1362.0205,1113.653,700.9355,504,575,1342.803,1253.915,922.155,716.5,707.884,689.5,589.818
"358",1032.656,1452.1075,1229.7855,701.0955,634,592,1318.638,1316.3845,814.3265,574.5,717.2955,649,563.245
"359",1088.0185,1430.2345,1148.8315,806.4475,575.5,664,1278.932,1239.541,839.932,621.5,780.047,631,529.3845
"360",1103.571,1414.255,1240.6055,685.51,546.5,704.5,1160.8485,1365.512,802.3165,608,824.704,710,515.1905
"361",1020.3775,1408.119,1251.0425,733.82,563,759,1214.398,1145.126,834.995,806.5,877.738,771.5,593.0255
"362",1004.299,1443.6955,1180.102,632.575,459.5,596.5,1171.4815,1290.155,812.905,837.5,769.7395,783,515.391
"363",1103.77,1521,1183.8385,795.837,514,746.5,1253.1785,1187.354,862.8385,663,717.153,652,572.2635
"364",1016.595,1593.1275,1180.4695,870.408,504,695,1264.454,1150.8265,778.5,639.5,728.3845,607,564.102
"365",1070.5135,1414.34,1082.0355,736.274,496,647,1178.9795,1234.2075,807.813,723,709.823,612.5,576.0085
"366",1105.435,1430.0355,1111.6665,736.881,493,643.5,1163.0865,1132.349,782.2075,523.5,736.6545,560,500.8335
"367",979.0115,1482.755,1016.6665,696.3045,556.5,714.5,1315.0355,1120.5,715.444,574.5,747.0275,732.5,494.2245
"368",942.33,1475.5355,1156.51,785.4115,524,715.5,1220.2775,1161.2925,807.099,612.5,776.707,559.5,528.8705
"369",1015.981,1368.041,1219.1445,730.277,529,795.5,1321.9165,1083.966,841.196,576.5,760.054,580,509.4045
"370",1091.238,1479.2805,1236.1935,716.0985,440.5,737.5,1379.138,1185.7365,843.898,639.5,747.4505,687.5,438.3365
"371",880.401,1404.371,1107.4745,691.289,521,762.5,1361.803,1074.551,788.262,487.5,683.476,753.5,456.299
"372",951.7615,1507.556,1152.5715,779.786,411,760.5,1200.9745,1092.221,738.541,539,739.195,585,502.126
"373",949.5185,1507.303,1136.027,711.422,508,725.5,1362.2655,1111.803,742.337,489.5,634.0575,704.5,452.255
"374",923.748,1476.2195,1259.4185,759.6975,483,712.5,1292.107,964.286,783.5035,502,682.401,572,448.187
"375",882.4285,1335.3575,1234.4215,679.461,423,691,1284.8605,922.762,748.4305,595,629.34,516.5,528.2395
"376",886.517,1417.752,1216.966,639.813,509,694,1274.0355,1054,653.296,530.5,694.1345,620,482.459
"377",912.651,1319.228,1311.913,805.6105,598,584,1184.136,941.204,782.5205,525,684.432,683.5,402.1515
"378",862.0815,1322.3725,1209.7515,594.881,512,649.5,1134.1955,897.6445,683.429,482.5,613.267,618,368.35
"379",847.534,1336.9625,1394.607,745.995,565,702.5,1238.1225,965.1975,735.388,532,683.306,615.5,435.092
"380",872.7685,1405.614,1174.449,645.9115,511.5,674,1207.539,910.932,766.912,547.5,646.0425,534,486.874
"381",857.5645,1391.602,1184.762,781.626,367,630.5,1138.8485,996.905,806.325,545.5,751.0065,607,475.7075
"382",846.3295,1409.4165,1158.4045,724.044,492,582.5,1060.1785,1004.291,725.8675,595,616.0375,612.5,493.4185
"383",782.59,1343.558,1288.4285,708.376,487.5,681,1122.9525,1109.973,743.007,502.5,630.197,580,397.4575
"384",743.595,1252.6225,1214.4045,759.7655,469.5,668,1135.784,1022.0225,679.126,501.5,722.692,531.5,435
"385",958.913,1344.8505,1260.1905,821.388,396.5,624.5,1156.153,936.5885,776.6075,507.5,668.272,520.5,442.6685
"386",715.289,1364.1755,1104.7855,700.881,336,507,1118.1685,975.002,673.378,553,649.9285,451.5,414.585
"387",797.959,1200.3775,1056.9285,724.097,395,689.5,1094.1225,887.701,653.308,578,709.8125,600,420.1205
"388",798.3465,1266.119,1048.9215,784.4695,437.5,681,1119.3315,842.5835,705.98,531.5,773.418,687,457.847
"389",821.483,1177.5,1138.5405,660.483,366,581.5,1111.9815,902.303,567.2435,443,767.449,526.5,355.93
"390",827.67,1139.342,1146.1425,805.721,327.5,478,1066.0255,801.6345,654.337,461.5,683.971,543.5,401.578
"391",860.0795,1079.8845,1078.6105,650.3965,341.5,547.5,1050.633,901.136,636.4745,549,652.6665,492,286.3825
"392",878.5745,1151.9015,1027.6325,768.779,290.5,604.5,1072.199,836.3385,632.381,358.5,576.105,483,387.7345
"393",806.4795,1022.7655,1001.095,744.459,233,496.5,1021.7175,948.344,675.6975,491,587.697,575.5,373.842
"394",744.8635,1111.541,1055.401,611.109,203.5,683,1044.2295,882.0155,731.6535,482,588.146,572,330.408
"395",777.5645,1001.9965,1102.0765,703.794,240,447,1087.1495,721.405,741.769,442.5,595.4825,562,337.8535
"396",829.8775,1139.5,1181.772,714.9455,309,511.5,982.4915,853.262,719.0275,399,542.542,435,328.68
"397",726.5915,1091.422,988.704,745.66,270.5,522,1065.602,725.466,658.837,455.5,544.5575,529.5,310.1785
"398",814.0235,1189.0665,1083.3265,752.3605,283.5,590.5,1034.3045,783.5425,707.2315,395,464.2975,490,252.214
"399",762.993,1076.582,1024.799,751.0375,263.5,528.5,1160.148,852.048,726.774,353,439.748,427,392.289
"400",866.891,1094.641,1041.0475,775.7925,300,476,1102.5665,658.4595,799.888,396.5,457.6205,460,247.347
"401",752.2685,973.1155,1059.816,737.83,321.5,673,1032.3845,843.701,684.063,294.5,523.656,454.5,303.694
"402",838.204,1060.6785,1050.8945,689.3605,381,570.5,993.6005,859.512,856.279,304.5,538.942,368,283.3945
"403",772.685,1046.238,1017.1905,611.352,352.5,551,1120.255,820.075,638.847,305.5,466.6595,408.5,367.1685
"404",747.6255,1131.9815,1161.4285,638.5645,326,570.5,1052.648,898.786,654.041,320,525.1715,434.5,252.4695
"405",843.7755,1059.388,1009.08,591.313,378,507,1054.8795,824.8845,674.109,353,562.2685,440,356.4235
"406",747.0305,1023.6615,982.136,660.82,472,582.5,1179.75,746.247,626.929,324.5,551.1955,400.5,260.806
"407",747.7125,1053.1125,1046.2855,732.7585,452,386,911.112,867.024,672.002,346,533.6325,487.5,325.0205
"408",683.7445,1054.6785,1060.9895,616.4965,429,497.5,1077.039,848.5935,531.8065,373,473.8265,542.5,380.3435
"409",816.2855,1154.4965,1012.646,721.4845,392.5,423.5,1014.199,825.119,494.3265,322,491.918,354,304.311
"410",811.2685,1022.369,988.0815,598.891,385,453,1004.58,883.864,453.432,376,521.311,390.5,377.5135
"411",738.401,1109.0305,1023.5935,603.5135,398,414,910.7685,742.803,455.415,245.5,426.544,511.5,313.8875
"412",840.4215,1116.5425,1092.4455,649.17,321.5,447.5,902.189,946.1465,497.082,371.5,533.1475,505.5,360.5405
"413",888.549,1096.0885,933.418,672.131,373,504.5,792.7635,843.075,451.1905,344.5,410.462,429.5,413.653
"414",619.2175,1110.3725,1040.357,565.1735,433.5,535,819.689,844.0885,478.014,304.5,484.306,443.5,278.4355
"415",731.34,1099.6465,999.811,654.223,299,455,718.194,856.4795,435.2095,363,507.976,411,314.7755
"416",675.085,1147.8655,951.796,755.7995,303.5,527.5,756.7125,774.417,415.3065,188.5,436.8925,500,256.5475
"417",690.9915,1165.143,1113.1205,720.405,343,527.5,749.502,746.4355,437.2945,252,361.0915,477,293.204
"418",594.139,1142.869,991.83,724.7655,374,349,826.0765,751.8775,485.0105,276.5,399.801,399,278.9385
"419",684.2635,1120.67,1054.393,596.3605,335.5,368,744.7315,766.5375,554.837,253.5,419.435,453,345.5
"420",633.3535,1187.689,780.9895,690.1155,268.5,330,774.75,715.0785,526.3095,275,496.58,386,368.0815
"421",664.731,1221.459,978.345,670.09,290,377,769.245,685.8505,536.643,247.5,418.204,401,367.449
"422",685.054,1146.6295,879.408,641.8605,299,478,799.063,717.7605,424.456,347,528.262,350,298.9625
"423",761.6955,1195.347,970.1105,735.148,232.5,512,837.864,683.905,539.4205,231,464.0135,381.5,286.699
"424",717.765,1189.7265,951.119,817.1565,274.5,261,726.1685,729.4765,430.337,295.5,416.956,457,243.9895
"425",767.937,966.711,998.4285,613.2535,260,454.5,720.2855,609.677,572.485,288.5,442.16,447.5,331.881
"426",713.449,1067.291,910.806,665.4795,164,359.5,800.8655,683.068,544.4355,229.5,433.624,368,295.5035
"427",716.1085,1082.075,973.1885,663.3995,247,399.5,806.852,732.5445,413.286,219,371.6085,347.5,267.4745
"428",737.2685,980.2825,916.857,610.2995,282,314,719.1445,722.034,500.48,231,393.1445,293,264.143
"429",667.685,940.0305,896.003,534.7925,323.5,256,834.956,687.8235,514.4135,77,479.755,309.5,232.4695
"430",764.4555,961.3485,793.4115,576.864,315,276,811.8215,694.524,466.041,179.5,466.6805,211,188.194
"431",608.804,1014.1905,857.5355,652.539,306,261.5,663.6225,713.184,537.9885,58.5,426.6085,204,226.93
"432",574.044,930.648,932.7345,631.7145,249,325,603.886,697.5735,452.565,211.5,378.122,389.5,297.2415
"433",598.889,1021.738,790.1445,564.7655,245,372,720.6685,686.9255,423.8725,64.5,391.9145,315,240.4745
"434",582.85,761.7585,745.0305,587.7995,347.5,247,670.624,550.5055,479.2145,83,448.483,395,171.629
"435",553.6785,893.633,787.9285,670.017,255.5,351,551.665,555.7825,478.2535,60.5,332.881,388,161.58
